done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 36618208 bytes | received 36618208 bytes
wrote 36626304 bytes | received 36618208 bytes
wrote 36626304 bytes | received 36626304 bytes
wrote 36634400 bytes | received 36626304 bytes
wrote 36634400 bytes | received 36634400 bytes
wrote 36642496 bytes | received 36634400 bytes
wrote 36642496 bytes | received 36642496 bytes
wrote 36650592 bytes | received 36642496 bytes
wrote 36650592 bytes | received 36650592 bytes
wrote 36658688 bytes | received 36650592 bytes
wrote 36658688 bytes | received 36658688 bytes
wrote 36666784 bytes | received 36658688 bytes
wrote 36666784 bytes | received 36666784 bytes
wrote 36674880 bytes | received 36666784 bytes
wrote 36674880 bytes | received 36674880 bytes
wrote 36682976 bytes | received 36674880 bytes
wrote 36682976 bytes | received 36682976 bytes
wrote 36691072 bytes | received 36682976 bytes
wrote 36691072 bytes | received 36691072 bytes
wrote 36699168 bytes | received 36691072 bytes
wrote 36699168 bytes | received 36699168 bytes
wrote 36707264 bytes | received 36699168 bytes
wrote 36707264 bytes | received 36707264 bytes
wrote 36715360 bytes | received 36707264 bytes
wrote 36715360 bytes | received 36715360 bytes
wrote 36723456 bytes | received 36715360 bytes
wrote 36723456 bytes | received 36723456 bytes
wrote 36731552 bytes | received 36723456 bytes
wrote 36731552 bytes | received 36731552 bytes
wrote 36739648 bytes | received 36731552 bytes
wrote 36739648 bytes | received 36739648 bytes
wrote 36747744 bytes | received 36739648 bytes
wrote 36747744 bytes | received 36747744 bytes
wrote 36755840 bytes | received 36747744 bytes
wrote 36755840 bytes | received 36755840 bytes
wrote 36763936 bytes | received 36755840 bytes
wrote 36763936 bytes | received 36763936 bytes
wrote 36772032 bytes | received 36763936 bytes
wrote 36772032 bytes | received 36772032 bytes
wrote 36780128 bytes | received 36772032 bytes
wrote 36780128 bytes | received 36780128 bytes
wrote 36788224 bytes | received 36780128 bytes
wrote 36788224 bytes | received 36788224 bytes
wrote 36796320 bytes | received 36788224 bytes
wrote 36796320 bytes | received 36796320 bytes
wrote 36804416 bytes | received 36796320 bytes
wrote 36804416 bytes | received 36804416 bytes
wrote 36812512 bytes | received 36804416 bytes
wrote 36812512 bytes | received 36812512 bytes
wrote 36820608 bytes | received 36812512 bytes
wrote 36820608 bytes | received 36820608 bytes
wrote 36828704 bytes | received 36820608 bytes
wrote 36828704 bytes | received 36828704 bytes
wrote 36836800 bytes | received 36828704 bytes
wrote 36836800 bytes | received 36836800 bytes
wrote 36844896 bytes | received 36836800 bytes
wrote 36844896 bytes | received 36844896 bytes
wrote 36852992 bytes | received 36844896 bytes
wrote 36852992 bytes | received 36852992 bytes
wrote 36861088 bytes | received 36852992 bytes
wrote 36861088 bytes | received 36861088 bytes
wrote 36869184 bytes | received 36861088 bytes
wrote 36869184 bytes | received 36869184 bytes
wrote 36877280 bytes | received 36869184 bytes
wrote 36877280 bytes | received 36877280 bytes
wrote 36885376 bytes | received 36877280 bytes
wrote 36885376 bytes | received 36885376 bytes
wrote 36893472 bytes | received 36885376 bytes
wrote 36893472 bytes | received 36893472 bytes
wrote 36901568 bytes | received 36893472 bytes
wrote 36901568 bytes | received 36901568 bytes
wrote 36909664 bytes | received 36901568 bytes
wrote 36909664 bytes | received 36909664 bytes
wrote 36917760 bytes | received 36909664 bytes
wrote 36917760 bytes | received 36917760 bytes
wrote 36925856 bytes | received 36917760 bytes
wrote 36925856 bytes | received 36925856 bytes
wrote 36933952 bytes | received 36925856 bytes
wrote 36933952 bytes | received 36933952 bytes
wrote 36942048 bytes | received 36933952 bytes
wrote 36942048 bytes | received 36942048 bytes
wrote 36950144 bytes | received 36942048 bytes
wrote 36950144 bytes | received 36950144 bytes
wrote 36958240 bytes | received 36950144 bytes
wrote 36958240 bytes | received 36958240 bytes
wrote 36966336 bytes | received 36958240 bytes
wrote 36966336 bytes | received 36966336 bytes
wrote 36974432 bytes | received 36966336 bytes
wrote 36974432 bytes | received 36974432 bytes
wrote 36982528 bytes | received 36974432 bytes
wrote 36982528 bytes | received 36982528 bytes
wrote 36990624 bytes | received 36982528 bytes
wrote 36990624 bytes | received 36990624 bytes
wrote 36998720 bytes | received 36990624 bytes
wrote 36998720 bytes | received 36998720 bytes
wrote 37006816 bytes | received 36998720 bytes
wrote 37006816 bytes | received 37006816 bytes
wrote 37014912 bytes | received 37006816 bytes
wrote 37014912 bytes | received 37014912 bytes
wrote 37023008 bytes | received 37014912 bytes
wrote 37023008 bytes | received 37023008 bytes
wrote 37031104 bytes | received 37023008 bytes
wrote 37031104 bytes | received 37031104 bytes
wrote 37039200 bytes | received 37031104 bytes
wrote 37039200 bytes | received 37039200 bytes
wrote 37047296 bytes | received 37039200 bytes
wrote 37047296 bytes | received 37047296 bytes
wrote 37055392 bytes | received 37047296 bytes
wrote 37055392 bytes | received 37055392 bytes
wrote 37063488 bytes | received 37055392 bytes
wrote 37063488 bytes | received 37063488 bytes
wrote 37071584 bytes | received 37063488 bytes
wrote 37071584 bytes | received 37071584 bytes
wrote 37079680 bytes | received 37071584 bytes
wrote 37079680 bytes | received 37079680 bytes
wrote 37087776 bytes | received 37079680 bytes
wrote 37087776 bytes | received 37087776 bytes
wrote 37095872 bytes | received 37087776 bytes
wrote 37095872 bytes | received 37095872 bytes
wrote 37103968 bytes | received 37095872 bytes
wrote 37103968 bytes | received 37103968 bytes
wrote 37112064 bytes | received 37103968 bytes
wrote 37112064 bytes | received 37112064 bytes
wrote 37120160 bytes | received 37112064 bytes
wrote 37120160 bytes | received 37120160 bytes
wrote 37128256 bytes | received 37120160 bytes
wrote 37128256 bytes | received 37128256 bytes
wrote 37136352 bytes | received 37128256 bytes
wrote 37136352 bytes | received 37136352 bytes
wrote 37144448 bytes | received 37136352 bytes
wrote 37144448 bytes | received 37144448 bytes
wrote 37152544 bytes | received 37144448 bytes
wrote 37152544 bytes | received 37152544 bytes
wrote 37160640 bytes | received 37152544 bytes
wrote 37160640 bytes | received 37160640 bytes
wrote 37168736 bytes | received 37160640 bytes
wrote 37168736 bytes | received 37168736 bytes
wrote 37176832 bytes | received 37168736 bytes
wrote 37176832 bytes | received 37176832 bytes
wrote 37184928 bytes | received 37176832 bytes
wrote 37184928 bytes | received 37184928 bytes
wrote 37193024 bytes | received 37184928 bytes
wrote 37193024 bytes | received 37193024 bytes
wrote 37201120 bytes | received 37193024 bytes
wrote 37201120 bytes | received 37201120 bytes
wrote 37209216 bytes | received 37201120 bytes
wrote 37209216 bytes | received 37209216 bytes
wrote 37217312 bytes | received 37209216 bytes
wrote 37217312 bytes | received 37217312 bytes
wrote 37225408 bytes | received 37217312 bytes
wrote 37225408 bytes | received 37225408 bytes
wrote 37233504 bytes | received 37225408 bytes
wrote 37233504 bytes | received 37233504 bytes
wrote 37241600 bytes | received 37233504 bytes
wrote 37241600 bytes | received 37241600 bytes
wrote 37249696 bytes | received 37241600 bytes
wrote 37249696 bytes | received 37249696 bytes
wrote 37257792 bytes | received 37249696 bytes
wrote 37257792 bytes | received 37257792 bytes
wrote 37265888 bytes | received 37257792 bytes
wrote 37265888 bytes | received 37265888 bytes
wrote 37273984 bytes | received 37265888 bytes
wrote 37273984 bytes | received 37273984 bytes
wrote 37282080 bytes | received 37273984 bytes
wrote 37282080 bytes | received 37282080 bytes
wrote 37290176 bytes | received 37282080 bytes
wrote 37290176 bytes | received 37290176 bytes
wrote 37298272 bytes | received 37290176 bytes
wrote 37298272 bytes | received 37298272 bytes
wrote 37306368 bytes | received 37298272 bytes
wrote 37306368 bytes | received 37306368 bytes
wrote 37314464 bytes | received 37306368 bytes
wrote 37314464 bytes | received 37314464 bytes
wrote 37322560 bytes | received 37314464 bytes
wrote 37322560 bytes | received 37322560 bytes
wrote 37330656 bytes | received 37322560 bytes
wrote 37330656 bytes | received 37330656 bytes
wrote 37338752 bytes | received 37330656 bytes
wrote 37338752 bytes | received 37338752 bytes
wrote 37346848 bytes | received 37338752 bytes
wrote 37346848 bytes | received 37346848 bytes
wrote 37354944 bytes | received 37346848 bytes
wrote 37354944 bytes | received 37354944 bytes
wrote 37363040 bytes | received 37354944 bytes
wrote 37363040 bytes | received 37363040 bytes
wrote 37371136 bytes | received 37363040 bytes
wrote 37371136 bytes | received 37371136 bytes
wrote 37379232 bytes | received 37371136 bytes
wrote 37379232 bytes | received 37379232 bytes
wrote 37387328 bytes | received 37379232 bytes
wrote 37387328 bytes | received 37387328 bytes
wrote 37395424 bytes | received 37387328 bytes
wrote 37395424 bytes | received 37395424 bytes
wrote 37403520 bytes | received 37395424 bytes
wrote 37403520 bytes | received 37403520 bytes
wrote 37411616 bytes | received 37403520 bytes
wrote 37411616 bytes | received 37411616 bytes
wrote 37419712 bytes | received 37411616 bytes
wrote 37419712 bytes | received 37419712 bytes
wrote 37427808 bytes | received 37419712 bytes
wrote 37427808 bytes | received 37427808 bytes
wrote 37435904 bytes | received 37427808 bytes
wrote 37435904 bytes | received 37435904 bytes
wrote 37444000 bytes | received 37435904 bytes
wrote 37444000 bytes | received 37444000 bytes
wrote 37452096 bytes | received 37444000 bytes
wrote 37452096 bytes | received 37452096 bytes
wrote 37460192 bytes | received 37452096 bytes
wrote 37460192 bytes | received 37460192 bytes
wrote 37468288 bytes | received 37460192 bytes
wrote 37468288 bytes | received 37468288 bytes
wrote 37476384 bytes | received 37468288 bytes
wrote 37476384 bytes | received 37476384 bytes
wrote 37484480 bytes | received 37476384 bytes
wrote 37484480 bytes | received 37484480 bytes
wrote 37492576 bytes | received 37484480 bytes
wrote 37492576 bytes | received 37492576 bytes
wrote 37500672 bytes | received 37492576 bytes
wrote 37500672 bytes | received 37500672 bytes
wrote 37508768 bytes | received 37500672 bytes
wrote 37508768 bytes | received 37508768 bytes
wrote 37516864 bytes | received 37508768 bytes
wrote 37516864 bytes | received 37516864 bytes
wrote 37524960 bytes | received 37516864 bytes
wrote 37524960 bytes | received 37524960 bytes
wrote 37533056 bytes | received 37524960 bytes
wrote 37533056 bytes | received 37533056 bytes
wrote 37541152 bytes | received 37533056 bytes
wrote 37541152 bytes | received 37541152 bytes
wrote 37549248 bytes | received 37541152 bytes
wrote 37549248 bytes | received 37549248 bytes
wrote 37557344 bytes | received 37549248 bytes
wrote 37557344 bytes | received 37557344 bytes
wrote 37565440 bytes | received 37557344 bytes
wrote 37565440 bytes | received 37565440 bytes
wrote 37573536 bytes | received 37565440 bytes
wrote 37573536 bytes | received 37573536 bytes
wrote 37581632 bytes | received 37573536 bytes
wrote 37581632 bytes | received 37581632 bytes
wrote 37589728 bytes | received 37581632 bytes
wrote 37589728 bytes | received 37589728 bytes
wrote 37597824 bytes | received 37589728 bytes
wrote 37597824 bytes | received 37597824 bytes
wrote 37605920 bytes | received 37597824 bytes
wrote 37605920 bytes | received 37605920 bytes
wrote 37614016 bytes | received 37605920 bytes
wrote 37614016 bytes | received 37614016 bytes
wrote 37622112 bytes | received 37614016 bytes
wrote 37622112 bytes | received 37622112 bytes
wrote 37630208 bytes | received 37622112 bytes
wrote 37630208 bytes | received 37630208 bytes
wrote 37638304 bytes | received 37630208 bytes
wrote 37638304 bytes | received 37638304 bytes
wrote 37646400 bytes | received 37638304 bytes
wrote 37646400 bytes | received 37646400 bytes
wrote 37654496 bytes | received 37646400 bytes
wrote 37654496 bytes | received 37654496 bytes
wrote 37662592 bytes | received 37654496 bytes
wrote 37662592 bytes | received 37662592 bytes
wrote 37670688 bytes | received 37662592 bytes
wrote 37670688 bytes | received 37670688 bytes
wrote 37678784 bytes | received 37670688 bytes
wrote 37678784 bytes | received 37678784 bytes
wrote 37686880 bytes | received 37678784 bytes
wrote 37686880 bytes | received 37686880 bytes
wrote 37694976 bytes | received 37686880 bytes
wrote 37694976 bytes | received 37694976 bytes
wrote 37703072 bytes | received 37694976 bytes
wrote 37703072 bytes | received 37703072 bytes
wrote 37711168 bytes | received 37703072 bytes
wrote 37711168 bytes | received 37711168 bytes
wrote 37719264 bytes | received 37711168 bytes
wrote 37719264 bytes | received 37719264 bytes
wrote 37727360 bytes | received 37719264 bytes
wrote 37727360 bytes | received 37727360 bytes
wrote 37735456 bytes | received 37727360 bytes
wrote 37735456 bytes | received 37735456 bytes
wrote 37743552 bytes | received 37735456 bytes
wrote 37743552 bytes | received 37743552 bytes
wrote 37751648 bytes | received 37743552 bytes
wrote 37751648 bytes | received 37751648 bytes
wrote 37759744 bytes | received 37751648 bytes
wrote 37759744 bytes | received 37759744 bytes
wrote 37767840 bytes | received 37759744 bytes
wrote 37767840 bytes | received 37767840 bytes
wrote 37775936 bytes | received 37767840 bytes
wrote 37775936 bytes | received 37775936 bytes
wrote 37784032 bytes | received 37775936 bytes
wrote 37784032 bytes | received 37784032 bytes
wrote 37792128 bytes | received 37784032 bytes
wrote 37792128 bytes | received 37792128 bytes
wrote 37800224 bytes | received 37792128 bytes
wrote 37800224 bytes | received 37800224 bytes
wrote 37808320 bytes | received 37800224 bytes
wrote 37808320 bytes | received 37808320 bytes
wrote 37816416 bytes | received 37808320 bytes
wrote 37816416 bytes | received 37816416 bytes
wrote 37824512 bytes | received 37816416 bytes
wrote 37824512 bytes | received 37824512 bytes
wrote 37832608 bytes | received 37824512 bytes
wrote 37832608 bytes | received 37832608 bytes
wrote 37840704 bytes | received 37832608 bytes
wrote 37840704 bytes | received 37840704 bytes
wrote 37848800 bytes | received 37840704 bytes
wrote 37848800 bytes | received 37848800 bytes
wrote 37856896 bytes | received 37848800 bytes
wrote 37856896 bytes | received 37856896 bytes
wrote 37864992 bytes | received 37856896 bytes
wrote 37864992 bytes | received 37864992 bytes
wrote 37873088 bytes | received 37864992 bytes
wrote 37873088 bytes | received 37873088 bytes
wrote 37881184 bytes | received 37873088 bytes
wrote 37881184 bytes | received 37881184 bytes
wrote 37889280 bytes | received 37881184 bytes
wrote 37889280 bytes | received 37889280 bytes
wrote 37897376 bytes | received 37889280 bytes
wrote 37897376 bytes | received 37897376 bytes
wrote 37905472 bytes | received 37897376 bytes
wrote 37905472 bytes | received 37905472 bytes
wrote 37913568 bytes | received 37905472 bytes
wrote 37913568 bytes | received 37913568 bytes
wrote 37921664 bytes | received 37913568 bytes
wrote 37921664 bytes | received 37921664 bytes
wrote 37929760 bytes | received 37921664 bytes
wrote 37929760 bytes | received 37929760 bytes
wrote 37937856 bytes | received 37929760 bytes
wrote 37937856 bytes | received 37937856 bytes
wrote 37945952 bytes | received 37937856 bytes
wrote 37945952 bytes | received 37945952 bytes
wrote 37954048 bytes | received 37945952 bytes
wrote 37954048 bytes | received 37954048 bytes
wrote 37962144 bytes | received 37954048 bytes
wrote 37962144 bytes | received 37962144 bytes
wrote 37970240 bytes | received 37962144 bytes
wrote 37970240 bytes | received 37970240 bytes
wrote 37978336 bytes | received 37970240 bytes
wrote 37978336 bytes | received 37978336 bytes
wrote 37986432 bytes | received 37978336 bytes
wrote 37986432 bytes | received 37986432 bytes
wrote 37994528 bytes | received 37986432 bytes
wrote 37994528 bytes | received 37994528 bytes
wrote 38002624 bytes | received 37994528 bytes
wrote 38002624 bytes | received 38002624 bytes
wrote 38010720 bytes | received 38002624 bytes
wrote 38010720 bytes | received 38010720 bytes
wrote 38018816 bytes | received 38010720 bytes
wrote 38018816 bytes | received 38018816 bytes
wrote 38026912 bytes | received 38018816 bytes
wrote 38026912 bytes | received 38026912 bytes
wrote 38035008 bytes | received 38026912 bytes
wrote 38035008 bytes | received 38035008 bytes
wrote 38043104 bytes | received 38035008 bytes
wrote 38043104 bytes | received 38043104 bytes
wrote 38051200 bytes | received 38043104 bytes
wrote 38051200 bytes | received 38051200 bytes
wrote 38059296 bytes | received 38051200 bytes
wrote 38059296 bytes | received 38059296 bytes
wrote 38067392 bytes | received 38059296 bytes
wrote 38067392 bytes | received 38067392 bytes
wrote 38075488 bytes | received 38067392 bytes
wrote 38075488 bytes | received 38075488 bytes
wrote 38083584 bytes | received 38075488 bytes
wrote 38083584 bytes | received 38083584 bytes
wrote 38091680 bytes | received 38083584 bytes
wrote 38091680 bytes | received 38091680 bytes
wrote 38099776 bytes | received 38091680 bytes
wrote 38099776 bytes | received 38099776 bytes
wrote 38107872 bytes | received 38099776 bytes
wrote 38107872 bytes | received 38107872 bytes
wrote 38115968 bytes | received 38107872 bytes
wrote 38115968 bytes | received 38115968 bytes
wrote 38124064 bytes | received 38115968 bytes
wrote 38124064 bytes | received 38124064 bytes
wrote 38132160 bytes | received 38124064 bytes
wrote 38132160 bytes | received 38132160 bytes
wrote 38140256 bytes | received 38132160 bytes
wrote 38140256 bytes | received 38140256 bytes
wrote 38148352 bytes | received 38140256 bytes
wrote 38148352 bytes | received 38148352 bytes
wrote 38156448 bytes | received 38148352 bytes
wrote 38156448 bytes | received 38156448 bytes
wrote 38164544 bytes | received 38156448 bytes
wrote 38164544 bytes | received 38164544 bytes
wrote 38172640 bytes | received 38164544 bytes
wrote 38172640 bytes | received 38172640 bytes
wrote 38180736 bytes | received 38172640 bytes
wrote 38180736 bytes | received 38180736 bytes
wrote 38188832 bytes | received 38180736 bytes
wrote 38188832 bytes | received 38188832 bytes
wrote 38196928 bytes | received 38188832 bytes
wrote 38196928 bytes | received 38196928 bytes
wrote 38205024 bytes | received 38196928 bytes
wrote 38205024 bytes | received 38205024 bytes
wrote 38213120 bytes | received 38205024 bytes
wrote 38213120 bytes | received 38213120 bytes
wrote 38221216 bytes | received 38213120 bytes
wrote 38221216 bytes | received 38221216 bytes
wrote 38229312 bytes | received 38221216 bytes
wrote 38229312 bytes | received 38229312 bytes
wrote 38237408 bytes | received 38229312 bytes
wrote 38237408 bytes | received 38237408 bytes
wrote 38245504 bytes | received 38237408 bytes
wrote 38245504 bytes | received 38245504 bytes
wrote 38253600 bytes | received 38245504 bytes
wrote 38253600 bytes | received 38253600 bytes
wrote 38261696 bytes | received 38253600 bytes
wrote 38261696 bytes | received 38261696 bytes
wrote 38269792 bytes | received 38261696 bytes
wrote 38269792 bytes | received 38269792 bytes
wrote 38277888 bytes | received 38269792 bytes
wrote 38277888 bytes | received 38277888 bytes
wrote 38285984 bytes | received 38277888 bytes
wrote 38285984 bytes | received 38285984 bytes
wrote 38294080 bytes | received 38285984 bytes
wrote 38294080 bytes | received 38294080 bytes
wrote 38302176 bytes | received 38294080 bytes
wrote 38302176 bytes | received 38302176 bytes
wrote 38310272 bytes | received 38302176 bytes
wrote 38310272 bytes | received 38310272 bytes
wrote 38318368 bytes | received 38310272 bytes
wrote 38318368 bytes | received 38318368 bytes
wrote 38326464 bytes | received 38318368 bytes
wrote 38326464 bytes | received 38326464 bytes
wrote 38334560 bytes | received 38326464 bytes
wrote 38334560 bytes | received 38334560 bytes
wrote 38342656 bytes | received 38334560 bytes
wrote 38342656 bytes | received 38342656 bytes
wrote 38350752 bytes | received 38342656 bytes
wrote 38350752 bytes | received 38350752 bytes
wrote 38358848 bytes | received 38350752 bytes
wrote 38358848 bytes | received 38358848 bytes
wrote 38366944 bytes | received 38358848 bytes
wrote 38366944 bytes | received 38366944 bytes
wrote 38375040 bytes | received 38366944 bytes
wrote 38375040 bytes | received 38375040 bytes
wrote 38383136 bytes | received 38375040 bytes
wrote 38383136 bytes | received 38383136 bytes
wrote 38391232 bytes | received 38383136 bytes
wrote 38391232 bytes | received 38391232 bytes
wrote 38399328 bytes | received 38391232 bytes
wrote 38399328 bytes | received 38399328 bytes
wrote 38407424 bytes | received 38399328 bytes
wrote 38407424 bytes | received 38407424 bytes
wrote 38415520 bytes | received 38407424 bytes
wrote 38415520 bytes | received 38415520 bytes
wrote 38423616 bytes | received 38415520 bytes
wrote 38423616 bytes | received 38423616 bytes
wrote 38431712 bytes | received 38423616 bytes
wrote 38431712 bytes | received 38431712 bytes
wrote 38439808 bytes | received 38431712 bytes
wrote 38439808 bytes | received 38439808 bytes
wrote 38447904 bytes | received 38439808 bytes
wrote 38447904 bytes | received 38447904 bytes
wrote 38456000 bytes | received 38447904 bytes
wrote 38456000 bytes | received 38456000 bytes
wrote 38464096 bytes | received 38456000 bytes
wrote 38464096 bytes | received 38464096 bytes
wrote 38472192 bytes | received 38464096 bytes
wrote 38472192 bytes | received 38472192 bytes
wrote 38480288 bytes | received 38472192 bytes
wrote 38480288 bytes | received 38480288 bytes
wrote 38488384 bytes | received 38480288 bytes
wrote 38488384 bytes | received 38488384 bytes
wrote 38496480 bytes | received 38488384 bytes
wrote 38496480 bytes | received 38496480 bytes
wrote 38504576 bytes | received 38496480 bytes
wrote 38504576 bytes | received 38504576 bytes
wrote 38512672 bytes | received 38504576 bytes
wrote 38512672 bytes | received 38512672 bytes
wrote 38520768 bytes | received 38512672 bytes
wrote 38520768 bytes | received 38520768 bytes
wrote 38528864 bytes | received 38520768 bytes
wrote 38528864 bytes | received 38528864 bytes
wrote 38536960 bytes | received 38528864 bytes
wrote 38536960 bytes | received 38536960 bytes
wrote 38545056 bytes | received 38536960 bytes
wrote 38545056 bytes | received 38545056 bytes
wrote 38553152 bytes | received 38545056 bytes
wrote 38553152 bytes | received 38553152 bytes
wrote 38561248 bytes | received 38553152 bytes
wrote 38561248 bytes | received 38561248 bytes
wrote 38569344 bytes | received 38561248 bytes
wrote 38569344 bytes | received 38569344 bytes
wrote 38577440 bytes | received 38569344 bytes
wrote 38577440 bytes | received 38577440 bytes
wrote 38585536 bytes | received 38577440 bytes
wrote 38585536 bytes | received 38585536 bytes
wrote 38593632 bytes | received 38585536 bytes
wrote 38593632 bytes | received 38593632 bytes
wrote 38601728 bytes | received 38593632 bytes
wrote 38601728 bytes | received 38601728 bytes
wrote 38609824 bytes | received 38601728 bytes
wrote 38609824 bytes | received 38609824 bytes
wrote 38617920 bytes | received 38609824 bytes
wrote 38617920 bytes | received 38617920 bytes
wrote 38626016 bytes | received 38617920 bytes
wrote 38626016 bytes | received 38626016 bytes
wrote 38634112 bytes | received 38626016 bytes
wrote 38634112 bytes | received 38634112 bytes
wrote 38642208 bytes | received 38634112 bytes
wrote 38642208 bytes | received 38642208 bytes
wrote 38650304 bytes | received 38642208 bytes
wrote 38650304 bytes | received 38650304 bytes
wrote 38658400 bytes | received 38650304 bytes
wrote 38658400 bytes | received 38658400 bytes
wrote 38666496 bytes | received 38658400 bytes
wrote 38666496 bytes | received 38666496 bytes
wrote 38674592 bytes | received 38666496 bytes
wrote 38674592 bytes | received 38674592 bytes
wrote 38682688 bytes | received 38674592 bytes
wrote 38682688 bytes | received 38682688 bytes
wrote 38690784 bytes | received 38682688 bytes
wrote 38690784 bytes | received 38690784 bytes
wrote 38698880 bytes | received 38690784 bytes
wrote 38698880 bytes | received 38698880 bytes
wrote 38706976 bytes | received 38698880 bytes
wrote 38706976 bytes | received 38706976 bytes
wrote 38715072 bytes | received 38706976 bytes
wrote 38715072 bytes | received 38715072 bytes
wrote 38723168 bytes | received 38715072 bytes
wrote 38723168 bytes | received 38723168 bytes
wrote 38731264 bytes | received 38723168 bytes
wrote 38731264 bytes | received 38731264 bytes
wrote 38739360 bytes | received 38731264 bytes
wrote 38739360 bytes | received 38739360 bytes
wrote 38747456 bytes | received 38739360 bytes
wrote 38747456 bytes | received 38747456 bytes
wrote 38755552 bytes | received 38747456 bytes
wrote 38755552 bytes | received 38755552 bytes
wrote 38763648 bytes | received 38755552 bytes
wrote 38763648 bytes | received 38763648 bytes
wrote 38771744 bytes | received 38763648 bytes
wrote 38771744 bytes | received 38771744 bytes
wrote 38779840 bytes | received 38771744 bytes
wrote 38779840 bytes | received 38779840 bytes
wrote 38787936 bytes | received 38779840 bytes
wrote 38787936 bytes | received 38787936 bytes
wrote 38796032 bytes | received 38787936 bytes
wrote 38796032 bytes | received 38796032 bytes
wrote 38804128 bytes | received 38796032 bytes
wrote 38804128 bytes | received 38804128 bytes
wrote 38812224 bytes | received 38804128 bytes
wrote 38812224 bytes | received 38812224 bytes
wrote 38820320 bytes | received 38812224 bytes
wrote 38820320 bytes | received 38820320 bytes
wrote 38828416 bytes | received 38820320 bytes
wrote 38828416 bytes | received 38828416 bytes
wrote 38836512 bytes | received 38828416 bytes
wrote 38836512 bytes | received 38836512 bytes
wrote 38844608 bytes | received 38836512 bytes
wrote 38844608 bytes | received 38844608 bytes
wrote 38852704 bytes | received 38844608 bytes
wrote 38852704 bytes | received 38852704 bytes
wrote 38860800 bytes | received 38852704 bytes
wrote 38860800 bytes | received 38860800 bytes
wrote 38868896 bytes | received 38860800 bytes
wrote 38868896 bytes | received 38868896 bytes
wrote 38876992 bytes | received 38868896 bytes
wrote 38876992 bytes | received 38876992 bytes
wrote 38885088 bytes | received 38876992 bytes
wrote 38885088 bytes | received 38885088 bytes
wrote 38893184 bytes | received 38885088 bytes
wrote 38893184 bytes | received 38893184 bytes
wrote 38901280 bytes | received 38893184 bytes
wrote 38901280 bytes | received 38901280 bytes
wrote 38909376 bytes | received 38901280 bytes
wrote 38909376 bytes | received 38909376 bytes
wrote 38917472 bytes | received 38909376 bytes
wrote 38917472 bytes | received 38917472 bytes
wrote 38925568 bytes | received 38917472 bytes
wrote 38925568 bytes | received 38925568 bytes
wrote 38933664 bytes | received 38925568 bytes
wrote 38933664 bytes | received 38933664 bytes
wrote 38941760 bytes | received 38933664 bytes
wrote 38941760 bytes | received 38941760 bytes
wrote 38949856 bytes | received 38941760 bytes
wrote 38949856 bytes | received 38949856 bytes
wrote 38957952 bytes | received 38949856 bytes
wrote 38957952 bytes | received 38957952 bytes
wrote 38966048 bytes | received 38957952 bytes
wrote 38966048 bytes | received 38966048 bytes
wrote 38974144 bytes | received 38966048 bytes
wrote 38974144 bytes | received 38974144 bytes
wrote 38982240 bytes | received 38974144 bytes
wrote 38982240 bytes | received 38982240 bytes
wrote 38990336 bytes | received 38982240 bytes
wrote 38990336 bytes | received 38990336 bytes
wrote 38998432 bytes | received 38990336 bytes
wrote 38998432 bytes | received 38998432 bytes
wrote 39006528 bytes | received 38998432 bytes
wrote 39006528 bytes | received 39006528 bytes
wrote 39014624 bytes | received 39006528 bytes
wrote 39014624 bytes | received 39014624 bytes
wrote 39022720 bytes | received 39014624 bytes
wrote 39022720 bytes | received 39022720 bytes
wrote 39030816 bytes | received 39022720 bytes
wrote 39030816 bytes | received 39030816 bytes
wrote 39038912 bytes | received 39030816 bytes
wrote 39038912 bytes | received 39038912 bytes
wrote 39047008 bytes | received 39038912 bytes
wrote 39047008 bytes | received 39047008 bytes
wrote 39055104 bytes | received 39047008 bytes
wrote 39055104 bytes | received 39055104 bytes
wrote 39063200 bytes | received 39055104 bytes
wrote 39063200 bytes | received 39063200 bytes
wrote 39071296 bytes | received 39063200 bytes
wrote 39071296 bytes | received 39071296 bytes
wrote 39079392 bytes | received 39071296 bytes
wrote 39079392 bytes | received 39079392 bytes
wrote 39087488 bytes | received 39079392 bytes
wrote 39087488 bytes | received 39087488 bytes
wrote 39095584 bytes | received 39087488 bytes
wrote 39095584 bytes | received 39095584 bytes
wrote 39103680 bytes | received 39095584 bytes
wrote 39103680 bytes | received 39103680 bytes
wrote 39111776 bytes | received 39103680 bytes
wrote 39111776 bytes | received 39111776 bytes
wrote 39119872 bytes | received 39111776 bytes
wrote 39119872 bytes | received 39119872 bytes
wrote 39127968 bytes | received 39119872 bytes
wrote 39127968 bytes | received 39127968 bytes
wrote 39136064 bytes | received 39127968 bytes
wrote 39136064 bytes | received 39136064 bytes
wrote 39144160 bytes | received 39136064 bytes
wrote 39144160 bytes | received 39144160 bytes
wrote 39152256 bytes | received 39144160 bytes
wrote 39152256 bytes | received 39152256 bytes
wrote 39160352 bytes | received 39152256 bytes
wrote 39160352 bytes | received 39160352 bytes
wrote 39168448 bytes | received 39160352 bytes
wrote 39168448 bytes | received 39168448 bytes
wrote 39176544 bytes | received 39168448 bytes
wrote 39176544 bytes | received 39176544 bytes
wrote 39184640 bytes | received 39176544 bytes
