done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 2647392 bytes | received 2647392 bytes
wrote 2655488 bytes | received 2647392 bytes
wrote 2655488 bytes | received 2655488 bytes
wrote 2663584 bytes | received 2655488 bytes
wrote 2663584 bytes | received 2663584 bytes
wrote 2671680 bytes | received 2663584 bytes
wrote 2671680 bytes | received 2671680 bytes
wrote 2679776 bytes | received 2671680 bytes
wrote 2679776 bytes | received 2679776 bytes
wrote 2687872 bytes | received 2679776 bytes
wrote 2687872 bytes | received 2687872 bytes
wrote 2695968 bytes | received 2687872 bytes
wrote 2695968 bytes | received 2695968 bytes
wrote 2704064 bytes | received 2695968 bytes
wrote 2704064 bytes | received 2704064 bytes
wrote 2712160 bytes | received 2704064 bytes
wrote 2712160 bytes | received 2712160 bytes
wrote 2720256 bytes | received 2712160 bytes
wrote 2720256 bytes | received 2720256 bytes
wrote 2728352 bytes | received 2720256 bytes
wrote 2728352 bytes | received 2728352 bytes
wrote 2736448 bytes | received 2728352 bytes
wrote 2736448 bytes | received 2736448 bytes
wrote 2744544 bytes | received 2736448 bytes
wrote 2744544 bytes | received 2744544 bytes
wrote 2752640 bytes | received 2744544 bytes
wrote 2752640 bytes | received 2752640 bytes
wrote 2760736 bytes | received 2752640 bytes
wrote 2760736 bytes | received 2760736 bytes
wrote 2768832 bytes | received 2760736 bytes
wrote 2768832 bytes | received 2768832 bytes
wrote 2776928 bytes | received 2768832 bytes
wrote 2776928 bytes | received 2776928 bytes
wrote 2785024 bytes | received 2776928 bytes
wrote 2785024 bytes | received 2785024 bytes
wrote 2793120 bytes | received 2785024 bytes
wrote 2793120 bytes | received 2793120 bytes
wrote 2801216 bytes | received 2793120 bytes
wrote 2801216 bytes | received 2801216 bytes
wrote 2809312 bytes | received 2801216 bytes
wrote 2809312 bytes | received 2809312 bytes
wrote 2817408 bytes | received 2809312 bytes
wrote 2817408 bytes | received 2817408 bytes
wrote 2825504 bytes | received 2817408 bytes
wrote 2825504 bytes | received 2825504 bytes
wrote 2833600 bytes | received 2825504 bytes
wrote 2833600 bytes | received 2833600 bytes
wrote 2841696 bytes | received 2833600 bytes
wrote 2841696 bytes | received 2841696 bytes
wrote 2849792 bytes | received 2841696 bytes
wrote 2849792 bytes | received 2849792 bytes
wrote 2857888 bytes | received 2849792 bytes
wrote 2857888 bytes | received 2857888 bytes
wrote 2865984 bytes | received 2857888 bytes
wrote 2865984 bytes | received 2865984 bytes
wrote 2874080 bytes | received 2865984 bytes
wrote 2874080 bytes | received 2874080 bytes
wrote 2882176 bytes | received 2874080 bytes
wrote 2882176 bytes | received 2882176 bytes
wrote 2890272 bytes | received 2882176 bytes
wrote 2890272 bytes | received 2890272 bytes
wrote 2898368 bytes | received 2890272 bytes
wrote 2898368 bytes | received 2898368 bytes
wrote 2906464 bytes | received 2898368 bytes
wrote 2906464 bytes | received 2906464 bytes
wrote 2914560 bytes | received 2906464 bytes
wrote 2914560 bytes | received 2914560 bytes
wrote 2922656 bytes | received 2914560 bytes
wrote 2922656 bytes | received 2922656 bytes
wrote 2930752 bytes | received 2922656 bytes
wrote 2930752 bytes | received 2930752 bytes
wrote 2938848 bytes | received 2930752 bytes
wrote 2938848 bytes | received 2938848 bytes
wrote 2946944 bytes | received 2938848 bytes
wrote 2946944 bytes | received 2946944 bytes
wrote 2955040 bytes | received 2946944 bytes
wrote 2955040 bytes | received 2955040 bytes
wrote 2963136 bytes | received 2955040 bytes
wrote 2963136 bytes | received 2963136 bytes
wrote 2971232 bytes | received 2963136 bytes
wrote 2971232 bytes | received 2971232 bytes
wrote 2979328 bytes | received 2971232 bytes
wrote 2979328 bytes | received 2979328 bytes
wrote 2987424 bytes | received 2979328 bytes
wrote 2987424 bytes | received 2987424 bytes
wrote 2995520 bytes | received 2987424 bytes
wrote 2995520 bytes | received 2995520 bytes
wrote 3003616 bytes | received 2995520 bytes
wrote 3003616 bytes | received 3003616 bytes
wrote 3011712 bytes | received 3003616 bytes
wrote 3011712 bytes | received 3011712 bytes
wrote 3019808 bytes | received 3011712 bytes
wrote 3019808 bytes | received 3019808 bytes
wrote 3027904 bytes | received 3019808 bytes
wrote 3027904 bytes | received 3027904 bytes
wrote 3036000 bytes | received 3027904 bytes
wrote 3036000 bytes | received 3036000 bytes
wrote 3044096 bytes | received 3036000 bytes
wrote 3044096 bytes | received 3044096 bytes
wrote 3052192 bytes | received 3044096 bytes
wrote 3052192 bytes | received 3052192 bytes
wrote 3060288 bytes | received 3052192 bytes
wrote 3060288 bytes | received 3060288 bytes
wrote 3068384 bytes | received 3060288 bytes
wrote 3068384 bytes | received 3068384 bytes
wrote 3076480 bytes | received 3068384 bytes
wrote 3076480 bytes | received 3076480 bytes
wrote 3084576 bytes | received 3076480 bytes
wrote 3084576 bytes | received 3084576 bytes
wrote 3092672 bytes | received 3084576 bytes
wrote 3092672 bytes | received 3092672 bytes
wrote 3100768 bytes | received 3092672 bytes
wrote 3100768 bytes | received 3100768 bytes
wrote 3108864 bytes | received 3100768 bytes
wrote 3108864 bytes | received 3108864 bytes
wrote 3116960 bytes | received 3108864 bytes
wrote 3116960 bytes | received 3116960 bytes
wrote 3125056 bytes | received 3116960 bytes
wrote 3125056 bytes | received 3125056 bytes
wrote 3133152 bytes | received 3125056 bytes
wrote 3133152 bytes | received 3133152 bytes
wrote 3141248 bytes | received 3133152 bytes
wrote 3141248 bytes | received 3141248 bytes
wrote 3149344 bytes | received 3141248 bytes
wrote 3149344 bytes | received 3149344 bytes
wrote 3157440 bytes | received 3149344 bytes
wrote 3157440 bytes | received 3157440 bytes
wrote 3165536 bytes | received 3157440 bytes
wrote 3165536 bytes | received 3165536 bytes
wrote 3173632 bytes | received 3165536 bytes
wrote 3173632 bytes | received 3173632 bytes
wrote 3181728 bytes | received 3173632 bytes
wrote 3181728 bytes | received 3181728 bytes
wrote 3189824 bytes | received 3181728 bytes
wrote 3189824 bytes | received 3189824 bytes
wrote 3197920 bytes | received 3189824 bytes
wrote 3197920 bytes | received 3197920 bytes
wrote 3206016 bytes | received 3197920 bytes
wrote 3206016 bytes | received 3206016 bytes
wrote 3214112 bytes | received 3206016 bytes
wrote 3214112 bytes | received 3214112 bytes
wrote 3222208 bytes | received 3214112 bytes
wrote 3222208 bytes | received 3222208 bytes
wrote 3230304 bytes | received 3222208 bytes
wrote 3230304 bytes | received 3230304 bytes
wrote 3238400 bytes | received 3230304 bytes
wrote 3238400 bytes | received 3238400 bytes
wrote 3246496 bytes | received 3238400 bytes
wrote 3246496 bytes | received 3246496 bytes
wrote 3254592 bytes | received 3246496 bytes
wrote 3254592 bytes | received 3254592 bytes
wrote 3262688 bytes | received 3254592 bytes
wrote 3262688 bytes | received 3262688 bytes
wrote 3270784 bytes | received 3262688 bytes
wrote 3270784 bytes | received 3270784 bytes
wrote 3278880 bytes | received 3270784 bytes
wrote 3278880 bytes | received 3278880 bytes
wrote 3286976 bytes | received 3278880 bytes
wrote 3286976 bytes | received 3286976 bytes
wrote 3295072 bytes | received 3286976 bytes
wrote 3295072 bytes | received 3295072 bytes
wrote 3303168 bytes | received 3295072 bytes
wrote 3303168 bytes | received 3303168 bytes
wrote 3311264 bytes | received 3303168 bytes
wrote 3311264 bytes | received 3311264 bytes
wrote 3319360 bytes | received 3311264 bytes
wrote 3319360 bytes | received 3319360 bytes
wrote 3327456 bytes | received 3319360 bytes
wrote 3327456 bytes | received 3327456 bytes
wrote 3335552 bytes | received 3327456 bytes
wrote 3335552 bytes | received 3335552 bytes
wrote 3343648 bytes | received 3335552 bytes
wrote 3343648 bytes | received 3343648 bytes
wrote 3351744 bytes | received 3343648 bytes
wrote 3351744 bytes | received 3351744 bytes
wrote 3359840 bytes | received 3351744 bytes
wrote 3359840 bytes | received 3359840 bytes
wrote 3367936 bytes | received 3359840 bytes
wrote 3367936 bytes | received 3367936 bytes
wrote 3376032 bytes | received 3367936 bytes
wrote 3376032 bytes | received 3376032 bytes
wrote 3384128 bytes | received 3376032 bytes
wrote 3384128 bytes | received 3384128 bytes
wrote 3392224 bytes | received 3384128 bytes
wrote 3392224 bytes | received 3392224 bytes
wrote 3400320 bytes | received 3392224 bytes
wrote 3400320 bytes | received 3400320 bytes
wrote 3408416 bytes | received 3400320 bytes
wrote 3408416 bytes | received 3408416 bytes
wrote 3416512 bytes | received 3408416 bytes
wrote 3416512 bytes | received 3416512 bytes
wrote 3424608 bytes | received 3416512 bytes
wrote 3424608 bytes | received 3424608 bytes
wrote 3432704 bytes | received 3424608 bytes
wrote 3432704 bytes | received 3432704 bytes
wrote 3440800 bytes | received 3432704 bytes
wrote 3440800 bytes | received 3440800 bytes
wrote 3448896 bytes | received 3440800 bytes
wrote 3448896 bytes | received 3448896 bytes
wrote 3456992 bytes | received 3448896 bytes
wrote 3456992 bytes | received 3456992 bytes
wrote 3465088 bytes | received 3456992 bytes
wrote 3465088 bytes | received 3465088 bytes
wrote 3473184 bytes | received 3465088 bytes
wrote 3473184 bytes | received 3473184 bytes
wrote 3481280 bytes | received 3473184 bytes
wrote 3481280 bytes | received 3481280 bytes
wrote 3489376 bytes | received 3481280 bytes
wrote 3489376 bytes | received 3489376 bytes
wrote 3497472 bytes | received 3489376 bytes
wrote 3497472 bytes | received 3497472 bytes
wrote 3505568 bytes | received 3497472 bytes
wrote 3505568 bytes | received 3505568 bytes
wrote 3513664 bytes | received 3505568 bytes
wrote 3513664 bytes | received 3513664 bytes
wrote 3521760 bytes | received 3513664 bytes
wrote 3521760 bytes | received 3521760 bytes
wrote 3529856 bytes | received 3521760 bytes
wrote 3529856 bytes | received 3529856 bytes
wrote 3537952 bytes | received 3529856 bytes
wrote 3537952 bytes | received 3537952 bytes
wrote 3546048 bytes | received 3537952 bytes
wrote 3546048 bytes | received 3546048 bytes
wrote 3554144 bytes | received 3546048 bytes
wrote 3554144 bytes | received 3554144 bytes
wrote 3562240 bytes | received 3554144 bytes
wrote 3562240 bytes | received 3562240 bytes
wrote 3570336 bytes | received 3562240 bytes
wrote 3570336 bytes | received 3570336 bytes
wrote 3578432 bytes | received 3570336 bytes
wrote 3578432 bytes | received 3578432 bytes
wrote 3586528 bytes | received 3578432 bytes
wrote 3586528 bytes | received 3586528 bytes
wrote 3594624 bytes | received 3586528 bytes
wrote 3594624 bytes | received 3594624 bytes
wrote 3602720 bytes | received 3594624 bytes
wrote 3602720 bytes | received 3602720 bytes
wrote 3610816 bytes | received 3602720 bytes
wrote 3610816 bytes | received 3610816 bytes
wrote 3618912 bytes | received 3610816 bytes
wrote 3618912 bytes | received 3618912 bytes
wrote 3627008 bytes | received 3618912 bytes
wrote 3627008 bytes | received 3627008 bytes
wrote 3635104 bytes | received 3627008 bytes
wrote 3635104 bytes | received 3635104 bytes
wrote 3643200 bytes | received 3635104 bytes
wrote 3643200 bytes | received 3643200 bytes
wrote 3651296 bytes | received 3643200 bytes
wrote 3651296 bytes | received 3651296 bytes
wrote 3659392 bytes | received 3651296 bytes
wrote 3659392 bytes | received 3659392 bytes
wrote 3667488 bytes | received 3659392 bytes
wrote 3667488 bytes | received 3667488 bytes
wrote 3675584 bytes | received 3667488 bytes
wrote 3675584 bytes | received 3675584 bytes
wrote 3683680 bytes | received 3675584 bytes
wrote 3683680 bytes | received 3683680 bytes
wrote 3691776 bytes | received 3683680 bytes
wrote 3691776 bytes | received 3691776 bytes
wrote 3699872 bytes | received 3691776 bytes
wrote 3699872 bytes | received 3699872 bytes
wrote 3707968 bytes | received 3699872 bytes
wrote 3707968 bytes | received 3707968 bytes
wrote 3716064 bytes | received 3707968 bytes
wrote 3716064 bytes | received 3716064 bytes
wrote 3724160 bytes | received 3716064 bytes
wrote 3724160 bytes | received 3724160 bytes
wrote 3732256 bytes | received 3724160 bytes
wrote 3732256 bytes | received 3732256 bytes
wrote 3740352 bytes | received 3732256 bytes
wrote 3740352 bytes | received 3740352 bytes
wrote 3748448 bytes | received 3740352 bytes
wrote 3748448 bytes | received 3748448 bytes
wrote 3756544 bytes | received 3748448 bytes
wrote 3756544 bytes | received 3756544 bytes
wrote 3764640 bytes | received 3756544 bytes
wrote 3764640 bytes | received 3764640 bytes
wrote 3772736 bytes | received 3764640 bytes
wrote 3772736 bytes | received 3772736 bytes
wrote 3780832 bytes | received 3772736 bytes
wrote 3780832 bytes | received 3780832 bytes
wrote 3788928 bytes | received 3780832 bytes
wrote 3788928 bytes | received 3788928 bytes
wrote 3797024 bytes | received 3788928 bytes
wrote 3797024 bytes | received 3797024 bytes
wrote 3805120 bytes | received 3797024 bytes
wrote 3805120 bytes | received 3805120 bytes
wrote 3813216 bytes | received 3805120 bytes
wrote 3813216 bytes | received 3813216 bytes
wrote 3821312 bytes | received 3813216 bytes
wrote 3821312 bytes | received 3821312 bytes
wrote 3829408 bytes | received 3821312 bytes
wrote 3829408 bytes | received 3829408 bytes
wrote 3837504 bytes | received 3829408 bytes
wrote 3837504 bytes | received 3837504 bytes
wrote 3845600 bytes | received 3837504 bytes
wrote 3845600 bytes | received 3845600 bytes
wrote 3853696 bytes | received 3845600 bytes
wrote 3853696 bytes | received 3853696 bytes
wrote 3861792 bytes | received 3853696 bytes
wrote 3861792 bytes | received 3861792 bytes
wrote 3869888 bytes | received 3861792 bytes
wrote 3869888 bytes | received 3869888 bytes
wrote 3877984 bytes | received 3869888 bytes
wrote 3877984 bytes | received 3877984 bytes
wrote 3886080 bytes | received 3877984 bytes
wrote 3886080 bytes | received 3886080 bytes
wrote 3894176 bytes | received 3886080 bytes
wrote 3894176 bytes | received 3894176 bytes
wrote 3902272 bytes | received 3894176 bytes
wrote 3902272 bytes | received 3902272 bytes
wrote 3910368 bytes | received 3902272 bytes
wrote 3910368 bytes | received 3910368 bytes
wrote 3918464 bytes | received 3910368 bytes
wrote 3918464 bytes | received 3918464 bytes
wrote 3926560 bytes | received 3918464 bytes
wrote 3926560 bytes | received 3926560 bytes
wrote 3934656 bytes | received 3926560 bytes
wrote 3934656 bytes | received 3934656 bytes
wrote 3942752 bytes | received 3934656 bytes
wrote 3942752 bytes | received 3942752 bytes
wrote 3950848 bytes | received 3942752 bytes
wrote 3950848 bytes | received 3950848 bytes
wrote 3958944 bytes | received 3950848 bytes
wrote 3958944 bytes | received 3958944 bytes
wrote 3967040 bytes | received 3958944 bytes
wrote 3967040 bytes | received 3967040 bytes
wrote 3975136 bytes | received 3967040 bytes
wrote 3975136 bytes | received 3975136 bytes
wrote 3983232 bytes | received 3975136 bytes
wrote 3983232 bytes | received 3983232 bytes
wrote 3991328 bytes | received 3983232 bytes
wrote 3991328 bytes | received 3991328 bytes
wrote 3999424 bytes | received 3991328 bytes
wrote 3999424 bytes | received 3999424 bytes
wrote 4007520 bytes | received 3999424 bytes
wrote 4007520 bytes | received 4007520 bytes
wrote 4015616 bytes | received 4007520 bytes
wrote 4015616 bytes | received 4015616 bytes
wrote 4023712 bytes | received 4015616 bytes
wrote 4023712 bytes | received 4023712 bytes
wrote 4031808 bytes | received 4023712 bytes
wrote 4031808 bytes | received 4031808 bytes
wrote 4039904 bytes | received 4031808 bytes
wrote 4039904 bytes | received 4039904 bytes
wrote 4048000 bytes | received 4039904 bytes
wrote 4048000 bytes | received 4048000 bytes
wrote 4056096 bytes | received 4048000 bytes
wrote 4056096 bytes | received 4056096 bytes
wrote 4064192 bytes | received 4056096 bytes
wrote 4064192 bytes | received 4064192 bytes
wrote 4072288 bytes | received 4064192 bytes
wrote 4072288 bytes | received 4072288 bytes
wrote 4080384 bytes | received 4072288 bytes
wrote 4080384 bytes | received 4080384 bytes
wrote 4088480 bytes | received 4080384 bytes
wrote 4088480 bytes | received 4088480 bytes
wrote 4096576 bytes | received 4088480 bytes
wrote 4096576 bytes | received 4096576 bytes
wrote 4104672 bytes | received 4096576 bytes
wrote 4104672 bytes | received 4104672 bytes
